sector,stock_name,symbol,overall_score,return_pct,score_rank,return_rank,rank_deviation,rank_deviation_pct,bucket
"IT - Software","Benchmark Computer Solutions Ltd",544052,69.65,-16.48,43,91,48,23.19,"Within 25%"
"IT - Software","Airan Ltd",AIRAN,69.55,-36.00,44,165,121,58.45,"Rest"
"IT - Software","NINtec Systems Ltd",NINSYS,69.45,-25.85,45,127,82,39.61,"Rest"
"IT - Software","Olatech Solutions Ltd",543578,69.34,-17.16,46,95,49,23.67,"Within 25%"
"IT - Software","Rategain Travel Technologies Ltd",RATEGAIN,69.13,2.53,47,42,5,2.42,"Within 10%"
"IT - Software","Southern Infoconsultants Ltd",540174,69.08,-9.70,48,65,17,8.21,"Within 10%"
"IT - Software","Titan Intech Ltd",521005,68.97,-29.03,49,138,89,43,"Rest"
"IT - Software","BLS E-Services Ltd",BLSE,68.82,-12.71,50,74,24,11.59,"Within 25%"
"IT - Software","Vedavaag Systems Ltd",533056,68.63,-46.73,51,193,142,68.6,"Rest"
"IT - Software","Ceinsys Tech Ltd",CEINSYS,68.37,-48.23,52,194,142,68.6,"Rest"
"IT - Software","Athena Global Technologies Ltd",517429,68.35,-16.86,53,94,41,19.81,"Within 25%"
"IT - Software","TeleCanor Global Ltd",530595,68.27,349.24,54,3,51,24.64,"Within 25%"
"IT - Software","Saven Technologies Ltd",532404,68.13,-21.03,55,109,54,26.09,"Rest"
"IT - Software","Birlasoft Ltd",BSOFT,67.71,-1.02,56,50,6,2.9,"Within 10%"
"IT - Software","AAA Technologies Ltd",AAATECH,67.36,26.92,57,18,39,18.84,"Within 25%"
"IT - Software","Odyssey Technologies Ltd",530175,67.15,-33.69,58,156,98,47.34,"Rest"
"IT - Software","Genesys International Corporation Ltd",GENESYS,67.07,-49.46,59,195,136,65.7,"Rest"
"IT - Software","Dynacons Systems & Solutions Ltd",DSSL,66.98,-8.23,60,62,2,0.97,"Within 10%"
"IT - Software","Omega Interactive Technologies Ltd",511644,66.94,435.32,61,2,59,28.5,"Rest"
"IT - Software","B2B Software Technologies Ltd",531268,66.79,12.49,62,28,34,16.43,"Within 25%"
"IT - Software","Nucleus Software Exports Ltd",NUCLEUS,66.33,-23.09,63,118,55,26.57,"Rest"
"IT - Software","InfoBeans Technologies Ltd",INFOBEAN,66.09,18.30,64,24,40,19.32,"Within 25%"
"IT - Software","HCKK Ventures Ltd",539224,65.98,1.47,65,44,21,10.14,"Within 25%"
"IT - Software","Alankit Ltd",ALANKIT,65.90,-37.55,66,172,106,51.21,"Rest"
"IT - Software","Cigniti Technologies Ltd",CIGNITITEC,65.85,-26.95,67,131,64,30.92,"Rest"
"IT - Software","Ekennis Software Service Ltd",543475,65.45,219.68,68,4,64,30.92,"Rest"
"IT - Software","Quint Digital Ltd",539515,65.32,-16.52,69,93,24,11.59,"Within 25%"
"IT - Software","Virgo Global Ltd",532354,65.12,-21.28,70,113,43,20.77,"Within 25%"
"IT - Software","Coforge Ltd",COFORGE,65.11,-30.58,71,148,77,37.2,"Rest"
"IT - Software","Octaware Technologies Ltd",540416,65.10,207.23,72,5,67,32.37,"Rest"
"IT - Software","Oracle Financial Services Software Ltd",OFSS,65.01,-23.35,73,119,46,22.22,"Within 25%"
"IT - Software","Tracxn Technologies Ltd",TRACXN,64.57,-37.40,74,171,97,46.86,"Rest"
"IT - Software","Continental Chemicals Ltd",506935,64.48,-3.29,75,52,23,11.11,"Within 25%"
"IT - Software","IZMO Ltd",IZMO,64.47,32.37,76,16,60,28.99,"Rest"
"IT - Software","Atishay Ltd",538713,64.14,41.56,77,14,63,30.43,"Rest"
"IT - Software","Intellect Design Arena Ltd",INTELLECT,63.88,-28.95,78,137,59,28.5,"Rest"
"IT - Software","Lex Nimble Solutions Ltd",541196,63.40,-14.24,79,83.5,4.5,2.17,"Within 10%"
"IT - Software","ASM Technologies Ltd",526433,63.27,-36.25,80.5,166,85.5,41.3,"Rest"
"IT - Software","7Seas Entertainment Ltd",540874,63.27,5.06,80.5,39,41.5,20.05,"Within 25%"
"IT - Software","IRIS Regtech Solutions Ltd",IRIS,63.18,-23.51,82,121,39,18.84,"Within 25%"
"IT - Software","Megri Soft Ltd",539012,63.04,-15.14,83,85,2,0.97,"Within 10%"
"IT - Software","Alldigi Tech Ltd",ALLDIGI,63.01,-13.97,84,80.5,3.5,1.69,"Within 10%"
"IT - Software","Inspirisys Solutions Ltd",INSPIRISYS,62.97,-10.68,85,66,19,9.18,"Within 10%"
"IT - Software","eClerx Services Ltd",ECLERX,62.93,-15.20,86,86,0,0,"Exact Match"
"IT - Software","Jointeca Education Solutions Ltd",534659,62.80,2.88,87,41,46,22.22,"Within 25%"
"IT - Software","Cambridge Technology Enterprises Ltd",CTE,62.51,-33.78,88,157,69,33.33,"Rest"
"IT - Software","HCL Technologies Ltd",HCLTECH,62.45,-6.11,89,57,32,15.46,"Within 25%"
"IT - Software","Trigyn Technologies Ltd",TRIGYN,62.31,-34.51,90,163,73,35.27,"Rest"
"IT - Software","Aion-Tech Solutions Ltd",GOLDTECH,62.05,-42.54,91.5,183,91.5,44.2,"Rest"
"IT - Software","Persistent Systems Ltd",PERSISTENT,62.05,-11.77,91.5,69,22.5,10.87,"Within 25%"
"IT - Software","Naapbooks Ltd",543351,61.99,-22.52,93,115,22,10.63,"Within 25%"
"IT - Software","Zensar Technologies Ltd",ZENSARTECH,61.97,-31.50,94,150,56,27.05,"Rest"
"IT - Software","SGL Resources Ltd",526544,61.62,-44.18,95,186,91,43.96,"Rest"
"IT - Software","Shradha AI Technologies Ltd",543976,61.52,-37.68,96,173,77,37.2,"Rest"
"IT - Software","Secmark Consultancy Ltd",SECMARK,61.04,-6.99,97,59,38,18.36,"Within 25%"
"IT - Software","Saksoft Ltd",SAKSOFT,60.88,-32.28,98,151,53,25.6,"Rest"
"IT - Software","Netripples Software Ltd",542117,60.85,0.00,99,47,52,25.12,"Rest"
"IT - Software","eMudhra Ltd",EMUDHRA,60.70,-41.39,100,181,81,39.13,"Rest"
"IT - Software","Softtech Engineers Ltd",SOFTTECH,60.52,-29.30,101,141,40,19.32,"Within 25%"
"IT - Software","Shyama Computronics and Services Ltd",531219,60.30,-28.30,102,135,33,15.94,"Within 25%"
"IT - Software","Handson Global Management (HGM) Ltd",HGM,60.16,-23.80,103,122,19,9.18,"Within 10%"
"IT - Software","WEP Solutions Ltd",532373,59.86,-16.50,104,92,12,5.8,"Within 10%"
"IT - Software","California Software Company Ltd",CALSOFT,59.75,-21.06,105,110.5,5.5,2.66,"Within 10%"
"IT - Software","Intense Technologies Ltd",INTENTECH,59.29,25.38,106,20,86,41.55,"Rest"
"IT - Software","DRC Systems India Ltd",DRCSYSTEMS,59.01,-13.28,107,76,31,14.98,"Within 25%"
"IT - Software","Blue Cloud Softech Solutions Ltd",539607,58.86,-34.50,108,162,54,26.09,"Rest"
"IT - Software","Ram Info Ltd",530951,58.85,-44.76,109.5,189,79.5,38.41,"Rest"
"IT - Software","SagarSoft (India) Ltd",540143,58.85,-38.84,109.5,175,65.5,31.64,"Rest"
"IT - Software","SecureKloud Technologies Ltd",SECURKLOUD,58.79,-4.93,111,54,57,27.54,"Rest"
"IT - Software","GSS Infotech Ltd",GSS,58.74,-50.84,112,198,86,41.55,"Rest"
"IT - Software","Firstsource Solutions Ltd",FSL,58.68,-40.57,113,179,66,31.88,"Rest"
"IT - Software","Response Informatics Ltd",538273,58.47,-9.12,114,63,51,24.64,"Within 25%"
"IT - Software","Newgen Software Technologies Ltd",NEWGEN,57.66,-42.22,115,182,67,32.37,"Rest"
"IT - Software","3i Infotech Ltd",3IINFOLTD,57.54,-37.82,116,174,58,28.02,"Rest"
"IT - Software","XT Global Infotech Ltd",XTGLOBAL,57.29,-13.97,117,80.5,36.5,17.63,"Within 25%"
"IT - Software","Virinchi Ltd",VIRINCHI,56.55,-36.57,118,168,50,24.15,"Within 25%"
"IT - Software","Tech Mahindra Ltd",TECHM,56.35,-9.45,119,64,55,26.57,"Rest"
"IT - Software","Magellanic Cloud Ltd",MCLOUD,56.17,-70.47,120,206,86,41.55,"Rest"
"IT - Software","Hypersoft Technologies Ltd",539724,56.14,-16.38,121,90,31,14.98,"Within 25%"
"IT - Software","Xelpmoc Design and Tech Ltd",XELPMOC,55.80,41.83,122,13,109,52.66,"Rest"
"IT - Software","Hinduja Global Solutions Ltd",HGS,54.85,-29.98,123,145.5,22.5,10.87,"Within 25%"
"IT - Software","Mindteck (India) Ltd",MINDTECK,54.54,5.49,124,38,86,41.55,"Rest"
"IT - Software","Kellton Tech Solutions Ltd",KELLTONTEC,54.19,-22.82,125,117,8,3.86,"Within 10%"
"IT - Software","Subex Ltd",SUBEXLTD,53.80,-28.79,126,136,10,4.83,"Within 10%"
"IT - Software","PCS Technology Ltd",517119,53.53,-19.51,127,103,24,11.59,"Within 25%"
"IT - Software","Adroit Infotech Ltd",ADROITINFO,53.46,-12.64,128,72,56,27.05,"Rest"
"IT - Software","R S Software (India) Ltd",RSSOFTWARE,53.45,-51.21,129,199,70,33.82,"Rest"
"IT - Software","Sofcom Systems Ltd",538923,53.02,-65.74,130,205,75,36.23,"Rest"
"IT - Software","Netlink Solutions (India) Ltd",509040,52.81,8.24,131,34,97,46.86,"Rest"
"IT - Software","RPSG Ventures Ltd",RPSGVENT,52.67,-27.91,132,134,2,0.97,"Within 10%"
"IT - Software","UTL Industries Ltd",500426,52.60,-13.66,133,78,55,26.57,"Rest"
"IT - Software","Tranway21 Technologies Ltd",542923,52.51,-33.48,134,155,21,10.14,"Within 25%"
"IT - Software","DigiSpice Technologies Ltd",DIGISPICE,52.48,-26.91,135,130,5,2.42,"Within 10%"
"IT - Software","Vakrangee Ltd",VAKRANGEE,52.42,-27.10,136,133,3,1.45,"Within 10%"
"IT - Software","Wipro Ltd",WIPRO,52.35,-18.81,137,98,39,18.84,"Within 25%"
"IT - Software","TechNVision Ventures Ltd",501421,52.21,6.55,138,36,102,49.28,"Rest"
"IT - Software","Aurionpro Solutions Ltd",AURIONPRO,52.15,-33.94,139,158,19,9.18,"Within 10%"
"IT - Software","Objectone Information Systems Ltd",535657,52.08,-18.93,140,100.5,39.5,19.08,"Within 25%"
"IT - Software","MPS Ltd",MPSLTD,51.99,-32.73,141,152,11,5.31,"Within 10%"
"IT - Software","BLS International Services Ltd",BLS,51.88,-21.12,142,112,30,14.49,"Within 25%"
"IT - Software","Ajel Ltd",530713,51.76,0.00,143,47,96,46.38,"Rest"
"IT - Software","Xchanging Solutions Ltd",XCHANGING,51.61,-25.63,144,126,18,8.7,"Within 10%"
"IT - Software","ABM Knowledgeware Ltd",531161,51.36,43.85,145,12,133,64.25,"Rest"
"IT - Software","VL E-Governance & IT Solutions Ltd",VLEGOV,50.79,-61.98,146,203,57,27.54,"Rest"
"IT - Software","ERP Soft Systems Ltd",530909,50.71,-43.09,147,184,37,17.87,"Within 25%"
"IT - Software","Adjia Technologies Ltd",543269,50.63,14.76,148,25,123,59.42,"Rest"
"IT - Software","Ramco Systems Ltd",RAMCOSYS,50.37,6.67,149,35,114,55.07,"Rest"
"IT - Software","Datamatics Global Services Ltd",DATAMATICS,50.10,-20.55,150,106,44,21.26,"Within 25%"
"IT - Software","Sasken Technologies Ltd",SASKEN,49.92,-19.09,151.5,102,49.5,23.91,"Within 25%"
"IT - Software","Colab Platforms Ltd",542866,49.92,133.11,151.5,7,144.5,69.81,"Rest"
"IT - Software","Edvenswa Enterprises Ltd",517170,49.52,-50.79,153,197,44,21.26,"Within 25%"
"IT - Software","Accedere Ltd",531533,48.37,-32.79,154,154,0,0,"Exact Match"
"IT - Software","Allied Digital Services Ltd",ADSL,48.34,-24.67,155,125,30,14.49,"Within 25%"
"IT - Software","Anka India Ltd",531673,48.01,-53.10,156,200,44,21.26,"Within 25%"
"IT - Software","N2N Technologies Ltd",512279,47.86,12.60,157,27,130,62.8,"Rest"
"IT - Software","Hiliks Technologies Ltd",539697,47.68,-13.61,158,77,81,39.13,"Rest"
"IT - Software","Visesh Infotecnics Ltd",VISESHINFO,47.65,0.00,159,47,112,54.11,"Rest"
"IT - Software","Aeonx Digital Technology Ltd",ASHOKALCO,47.55,-29.24,160,140,20,9.66,"Within 10%"
"IT - Software","CLIO Infotech Ltd",530839,46.63,-19.91,161,104,57,27.54,"Rest"
"IT - Software","COSYN Ltd",538922,46.57,-14.00,162,82,80,38.65,"Rest"
"IT - Software","Globalspace Technologies Ltd",540654,46.39,8.79,163,32,131,63.29,"Rest"
"IT - Software","Artificial Electronics Intelligent Material Ltd",526443,46.36,26.51,164,19,145,70.05,"Rest"
"IT - Software","FCS Software Solutions Ltd",FCSSOFT,46.32,-34.02,165,159,6,2.9,"Within 10%"
"IT - Software","Bharatiya Global Infomedia Ltd",BGLOBAL,46.16,-12.65,166,73,93,44.93,"Rest"
"IT - Software","Alphalogic Techsys Ltd",542770,46.12,-54.92,167,201,34,16.43,"Within 25%"
"IT - Software","Mobavenue AI Tech Ltd",539682,45.88,9.97,168,31,137,66.18,"Rest"
"IT - Software","String Metaverse Ltd",534535,45.70,-40.75,169,180,11,5.31,"Within 10%"
"IT - Software","Lee & Nee Software (Exports) Ltd",517415,45.06,-17.40,170,96,74,35.75,"Rest"
"IT - Software","PB Fintech Ltd",POLICYBZR,44.95,-20.35,171,105,66,31.88,"Rest"
"IT - Software","Sancode Technologies Ltd",543897,44.71,92.15,172,11,161,77.78,"Rest"
"IT - Software","First Fintec Ltd",532379,43.79,-21.06,173,110.5,62.5,30.19,"Rest"
"IT - Software","Mahaveer Infoway Ltd",539383,43.76,-6.01,174,56,118,57,"Rest"
"IT - Software","G-Tech Info Training Ltd",532139,43.30,31.97,175,17,158,76.33,"Rest"
"IT - Software","United Interactive Ltd",502893,43.27,-24.66,176,124,52,25.12,"Rest"
"IT - Software","Informed Technologies India Ltd",504810,43.06,5.62,177,37,140,67.63,"Rest"
"IT - Software","Omni Axs Software Ltd",532340,42.88,22.31,178,21,157,75.85,"Rest"
"IT - Software","Tera Software Ltd",TERASOFT,42.60,33.36,179,15,164,79.23,"Rest"
"IT - Software","Trejhara Solutions Ltd",TREJHARA,42.48,-3.22,180,51,129,62.32,"Rest"
"IT - Software","Sonata Software Ltd",SONATSOFTW,42.01,-26.84,181,129,52,25.12,"Rest"
"IT - Software","Interworld Digital Ltd",532072,42.00,-16.13,182,89,93,44.93,"Rest"
"IT - Software","Black Box Ltd",BBOX,41.68,13.49,183,26,157,75.85,"Rest"
"IT - Software","63 Moons Technologies Ltd",63MOONS,41.51,-36.76,184,169,15,7.25,"Within 10%"
"IT - Software","Bartronics India Ltd",ASMS,41.45,-14.24,185,83.5,101.5,49.03,"Rest"
"IT - Software","Softrak Venture Investment Ltd",531529,41.42,1.06,186,45,141,68.12,"Rest"
"IT - Software","Ace Software Exports Ltd",531525,40.86,2.94,187,40,147,71.01,"Rest"
"IT - Software","Brightcom Group Ltd",BCG,40.46,-37.12,188,170,18,8.7,"Within 10%"
"IT - Software","Ace Engitech Ltd",530669,40.29,-32.77,189,153,36,17.39,"Within 25%"
"IT - Software","Orchasp Ltd",ORCHASP,40.28,-6.47,190,58,132,63.77,"Rest"
"IT - Software","ECS Biztech Ltd",540063,39.65,11.57,191,29,162,78.26,"Rest"
"IT - Software","Capricorn Systems Global Solutions Ltd",512169,39.13,-0.86,192,49,143,69.08,"Rest"
"IT - Software","Aris International Ltd",531677,38.90,-18.93,193,100.5,92.5,44.69,"Rest"
"IT - Software","Bodhtree Consulting Ltd",BODHTREE,38.75,-39.65,194,178,16,7.73,"Within 10%"
"IT - Software","Spice Lounge Food Works Ltd",539895,38.74,-10.77,195,67,128,61.84,"Rest"
"IT - Software","Kashyap Tele-Medicines Ltd",531960,38.66,-45.27,196,191,5,2.42,"Within 10%"
"IT - Software","Senthil Infotek Ltd",531980,37.86,-45.24,197,190,7,3.38,"Within 10%"
"IT - Software","Jagsonpal Services Ltd",530601,37.58,11.01,198,30,168,81.16,"Rest"
"IT - Software","I Power Solutions India Ltd",512405,37.10,21.47,199,22,177,85.51,"Rest"
"IT - Software","Aurum Proptech Ltd",AURUM,36.90,1.72,200,43,157,75.85,"Rest"
"IT - Software","Mudunuru Ltd",538743,36.73,139.78,201,6,195,94.2,"Rest"
"IT - Software","Quick Heal Technologies Ltd",QUICKHEAL,36.07,-44.44,202,187,15,7.25,"Within 10%"
"IT - Software","PFL Infotech Ltd",531769,35.10,-60.60,203,202,1,0.48,"Within 10%"
"IT - Software","GTT Data Solutions Ltd",530457,34.49,-4.81,204,53,151,72.95,"Rest"
"IT - Software","Covidh Technologies Ltd",534920,31.60,613.89,205,1,204,98.55,"Rest"
"IT - Software","Cura Technologies Ltd",CURAA,31.00,-73.55,206,207,1,0.48,"Within 10%"
"IT - Software","USG Tech Solutions Ltd",532402,28.52,-30.15,207,147,60,28.99,"Rest"
"Leather","Campus Activewear Ltd",CAMPUS,80.13,-0.77,1,6,5,26.32,"Rest"
"Leather","Bata India Ltd",BATAINDIA,76.70,-27.82,2,17,15,78.95,"Rest"
"Leather","Metro Brands Ltd",METROBRAND,74.96,-11.51,3,9,6,31.58,"Rest"
"Leather","Mayur Uniquoters Ltd",MAYURUNIQ,74.46,0.15,4,5,1,5.26,"Within 10%"
"Leather","Sreeleathers Ltd",SREEL,73.69,-13.08,5,10,5,26.32,"Rest"
"Leather","Relaxo Footwears Ltd",RELAXO,71.95,-25.83,6,16,10,52.63,"Rest"
"Leather","Sarup Industries Ltd",514412,66.23,82.26,7,1,6,31.58,"Rest"
"Leather","Liberty Shoes Ltd",LIBERTSHOE,65.02,-22.69,8,15,7,36.84,"Rest"
"Leather","Amin Tannery Ltd",541771,64.82,-18.59,9,12,3,15.79,"Within 25%"
"Leather","Super Tannery Ltd",523842,56.93,-22.03,10,14,4,21.05,"Within 25%"
"Leather","Superhouse Ltd",SUPERHOUSE,52.11,-0.91,11,7,4,21.05,"Within 25%"
"Leather","Bhartiya International Ltd",BIL,50.98,-1.77,12,8,4,21.05,"Within 25%"
"Leather","Euro Leder Fashion Ltd",526468,50.20,-14.12,13,11,2,10.53,"Within 25%"
"Leather","Khadim India Ltd",KHADIM,49.29,-47.48,14,19,5,26.32,"Rest"
"Leather","Zenith Exports Ltd",ZENITHEXPO,45.00,-21.17,15,13,2,10.53,"Within 25%"
"Leather","Oscar Global Ltd",530173,44.03,30.38,16,3,13,68.42,"Rest"
"Leather","Mayur Leather Products Ltd",531680,43.63,33.81,17,2,15,78.95,"Rest"
"Leather","AKI India Ltd",AKI,39.77,-43.05,18,18,0,0,"Exact Match"
"Leather","Mirza International Ltd",MIRZAINT,38.18,4.03,19,4,15,78.95,"Rest"
"Logistics","Transvoy Logistics India Ltd",543754,81.99,-3.06,1,11.5,10.5,23.33,"Within 25%"
"Logistics","Blue Dart Express Ltd",BLUEDART,79.80,-3.06,2,11.5,9.5,21.11,"Within 25%"
"Logistics","VRL Logistics Ltd",VRLLOG,78.27,1.52,3,9,6,13.33,"Within 25%"
"Logistics","Mahindra Logistics Ltd",MAHLOG,75.17,22.65,4,4,0,0,"Exact Match"
"Logistics","Container Corporation Of India Ltd",CONCOR,74.59,-8.57,5,16,11,24.44,"Within 25%"
"Logistics","Cargotrans Maritime Ltd",543618,73.67,73.84,6,2,4,8.89,"Within 10%"
"Logistics","Gateway Distriparks Ltd",GATEWAY,72.47,-14.46,7,22,15,33.33,"Rest"
"Logistics","TCI Express Ltd",TCIEXP,72.19,-21.85,8,30,22,48.89,"Rest"
"Logistics","Quality RO Industries Ltd",543460,70.68,-40.89,9,42,33,73.33,"Rest"
"Logistics","Transport Corporation of India Ltd",TCI,67.92,-10.52,10,18,8,17.78,"Within 25%"
"Logistics","Delhivery Ltd",DELHIVERY,67.77,-7.16,11,15,4,8.89,"Within 10%"
"Logistics","Jet Freight Logistics Ltd",JETFREIGHT,67.69,33.33,12,3,9,20,"Within 25%"
"Logistics","AVG Logistics Ltd",AVG,66.96,-38.10,13,41,28,62.22,"Rest"
"Logistics","Arshiya Ltd",ARSHIYA,66.53,-47.10,14,45,31,68.89,"Rest"
"Logistics","Coastal Roadways Ltd",520131,66.49,-3.07,15,13,2,4.44,"Within 10%"
"Logistics","Ritco Logistics Ltd",RITCO,61.59,-20.09,16,27,11,24.44,"Within 25%"
"Logistics","TVS Supply Chain Solutions Ltd",TVSSCS,61.41,-14.16,17,21,4,8.89,"Within 10%"
"Logistics","Inter State Oil Carrier Ltd",530259,60.42,-15.77,18,23,5,11.11,"Within 25%"
"Logistics","Autoriders International Ltd",512277,58.80,122.13,19,1,18,40,"Rest"
"Logistics","Sahara Maritime Ltd",544056,57.70,-43.38,20,44,24,53.33,"Rest"
"Logistics","Corporate Courier & Cargo Ltd",526737,56.66,0.00,21,10,11,24.44,"Within 25%"
"Logistics","Balurghat Technologies Ltd",BALURTRANS,56.57,-20.25,22,28,6,13.33,"Within 25%"
"Logistics","ABC India Ltd",520123,55.82,-19.93,23,26,3,6.67,"Within 10%"
"Logistics","North Eastern Carrying Corporation Ltd",NECCLTD,55.41,-34.29,24,40,16,35.56,"Rest"
"Logistics","DJ Mediaprint & Logistics Ltd",DJML,54.01,-12.88,25,20,5,11.11,"Within 25%"
"Logistics","East West Freight Carriers Ltd",540006,54.00,-41.61,26,43,17,37.78,"Rest"
"Logistics","Snowman Logistics Ltd",SNOWMAN,53.45,-26.64,27,35,8,17.78,"Within 25%"
"Logistics","Orissa Bengal Carrier Ltd",OBCL,53.28,-9.04,28,17,11,24.44,"Within 25%"
"Logistics","Shreeji Translogistics Ltd",540738,52.80,-32.05,29,38,9,20,"Within 25%"
"Logistics","Cargosol Logistics Ltd",543621,52.65,4.42,30,8,22,48.89,"Rest"
"Logistics","Flomic Global Logistics Ltd",504380,52.60,-22.39,31,32,1,2.22,"Within 10%"
"Logistics","MFL India Ltd",526622,52.02,-22.64,32,33,1,2.22,"Within 10%"
"Logistics","Allcargo Gati Ltd(Merged)",ACLGATI,51.80,5.31,33,6,27,60,"Rest"
"Logistics","Patel Integrated Logistics Ltd",PATINTLOG,50.62,-33.72,34,39,5,11.11,"Within 25%"
"Logistics","Allcargo Logistics Ltd",ALLCARGO,50.34,-18.75,35,25,10,22.22,"Within 25%"
"Logistics","Sanco Trans Ltd",523116,49.63,-4.77,36,14,22,48.89,"Rest"
"Logistics","TransIndia Real Estate Ltd",TREL,48.42,-29.05,37,37,0,0,"Exact Match"
"Logistics","Reliance Industrial Infrastructure Ltd",RIIL,48.38,-21.74,38,29,9,20,"Within 25%"
"Logistics","Rajvi Logitrade Ltd",511185,47.80,4.98,39,7,32,71.11,"Rest"
"Logistics","Tiger Logistics (India) Ltd",TIGERLOGS,47.73,-28.72,40,36,4,8.89,"Within 10%"
"Logistics","Lancer Containers Lines Ltd",LANCER,46.85,-23.69,41,34,7,15.56,"Within 25%"
"Logistics","Chartered Logistics Ltd",531977,43.76,-12.16,42,19,23,51.11,"Rest"
"Logistics","Sindhu Trade Links Ltd",SINDHUTRAD,42.80,6.84,43,5,38,84.44,"Rest"
"Logistics","Navkar Corporation Ltd",NAVKARCORP,40.92,-21.87,44,31,13,28.89,"Rest"
"Logistics","Sical Logistics Ltd",SICALLOG,31.66,-17.47,45,24,21,46.67,"Rest"
"Media - Print/Television/Radio","Jagran Prakashan Ltd",JAGRAN,72.48,-12.91,1,4,3,20,"Within 25%"
"Media - Print/Television/Radio","Network 18 Media & Investments Ltd",NETWORK18,68.65,-39.32,2,15,13,86.67,"Rest"
"Media - Print/Television/Radio","DAPS Advertising Ltd",543651,65.55,-14.49,3,7,4,26.67,"Rest"
"Media - Print/Television/Radio","T.V. Today Network Ltd",TVTODAY,64.16,-14.53,4,8,4,26.67,"Rest"
"Media - Print/Television/Radio","UFO Moviez India Ltd",UFO,62.02,-6.09,5,3,2,13.33,"Within 25%"
"Media - Print/Television/Radio","D B Corp Ltd",DBCORP,61.30,-14.19,6,6,0,0,"Exact Match"
"Media - Print/Television/Radio","Sandesh Ltd",SANDESH,56.97,-19.87,7,9,2,13.33,"Within 25%"
"Media - Print/Television/Radio","Sharpline Broadcast Ltd",543341,54.92,-22.43,8,11,3,20,"Within 25%"
"Media - Print/Television/Radio","Hindustan Media Ventures Ltd",HMVL,53.56,-20.78,9,10,1,6.67,"Within 10%"
"Media - Print/Television/Radio","H T Media Ltd",HTMEDIA,47.22,-13.52,10,5,5,33.33,"Rest"
"Media - Print/Television/Radio","New Delhi Television Ltd",NDTV,43.44,-31.71,11,13,2,13.33,"Within 25%"
"Media - Print/Television/Radio","Sambhaav Media Ltd",SAMBHAAV,41.84,16.72,12,2,10,66.67,"Rest"
"Media - Print/Television/Radio","Diligent Media Corporation Ltd",DNAMEDIA,41.29,-28.78,13,12,1,6.67,"Within 10%"
"Media - Print/Television/Radio","Perfect-Octave Media Projects Ltd",521062,34.77,17.63,14,1,13,86.67,"Rest"
"Media - Print/Television/Radio","Zee Media Corporation Ltd",ZEEMEDIA,33.70,-33.73,15,14,1,6.67,"Within 10%"
"Mining & Mineral products","Vedanta Ltd",VEDL,73.23,63.77,1,2,1,5,"Within 10%"
"Mining & Mineral products","South West Pinnacle Exploration Ltd",SOUTHWEST,67.87,37.46,2,4,2,10,"Within 10%"
"Mining & Mineral products","Southern Magnesium & Chemicals Ltd",513498,64.64,-37.98,3,19,16,80,"Rest"
"Mining & Mineral products","Elegant Marbles and Grani Industries Ltd",526705,60.98,-13.30,4,13,9,45,"Rest"
"Mining & Mineral products","MOIL Ltd",MOIL,60.88,-6.79,5,10,5,25,"Within 25%"
"Mining & Mineral products","20 Microns Ltd",20MICRONS,60.36,-25.64,6,17,11,55,"Rest"
"Mining & Mineral products","Sandur Manganese & Iron Ores Ltd",SANDUMA,60.23,42.31,7,3,4,20,"Within 25%"
"Mining & Mineral products","Lloyds Metals & Energy Ltd",LLOYDSME,60.13,-7.71,8,11,3,15,"Within 25%"
"Mining & Mineral products","Coal India Ltd",COALINDIA,60.09,17.12,9,6,3,15,"Within 25%"
"Mining & Mineral products","Raw Edge Industrial Solutions Ltd",541634,58.17,-21.58,10,16,6,30,"Rest"
"Mining & Mineral products","Gujarat Mineral Development Corporation Ltd",GMDCLTD,57.24,32.18,11,5,6,30,"Rest"
"Mining & Mineral products","Ashapura Minechem Ltd",ASHAPURMIN,56.01,11.80,12,8,4,20,"Within 25%"
"Mining & Mineral products","Asi Industries Ltd",ASOCSTONE,54.62,-12.52,13,12,1,5,"Within 10%"
"Mining & Mineral products","MSR India Ltd",508922,50.56,131.06,14,1,13,65,"Rest"
"Mining & Mineral products","NMDC Ltd",NMDC,50.11,16.69,15,7,8,40,"Rest"
"Mining & Mineral products","Shilp Gravures Ltd",513709,45.59,-26.05,16,18,2,10,"Within 10%"
"Mining & Mineral products","Rajdarshan Industries Ltd",ARENTERP,44.24,-19.01,17,14,3,15,"Within 25%"
"Mining & Mineral products","KIOCL Ltd",KIOCL,43.49,-21.52,18,15,3,15,"Within 25%"
"Mining & Mineral products","Kachchh Minerals Ltd",531778,42.07,-40.14,19,20,1,5,"Within 10%"
"Mining & Mineral products","Deccan Gold Mines Ltd",512068,40.66,2.60,20,9,11,55,"Rest"
"Miscellaneous","Silicon Rental Solutions Ltd",543615,84.74,-51.95,1,136,135,97.12,"Rest"
"Miscellaneous","Delta Corp Ltd",DELTACORP,83.55,-29.37,2,109,107,76.98,"Rest"
"Miscellaneous","Brandbucket Media & Technology Ltd",543439,83.31,0.00,3,44,41,29.5,"Rest"
"Miscellaneous","Sailani Tours N Travels Ltd",543541,81.47,21.89,4,19,15,10.79,"Within 25%"
"Miscellaneous","Dreamfolks Services Ltd",DREAMFOLKS,81.17,-46.89,5,134,129,92.81,"Rest"
