sector,stock_name,symbol,overall_score,return_pct,score_rank,return_rank,rank_deviation,rank_deviation_pct,bucket
"E-Commerce/App based Aggregator","Digidrive Distributors Ltd",DIGIDRIVE,54.84,-35.98,15.5,23,7.5,30,"Rest"
"E-Commerce/App based Aggregator","FSN E-Commerce Ventures Ltd",NYKAA,54.57,18.52,17,7,10,40,"Rest"
"E-Commerce/App based Aggregator","Mitshi India Ltd",523782,51.88,-5.14,18,10,8,32,"Rest"
"E-Commerce/App based Aggregator","Intrasoft Technologies Ltd",ISFT,49.05,-28.57,19,21,2,8,"Within 10%"
"E-Commerce/App based Aggregator","Eternal Ltd",ETERNAL,47.36,-21.53,20,16,4,16,"Within 25%"
"E-Commerce/App based Aggregator","Citizen Infoline Ltd",538786,46.36,86.89,21,1,20,80,"Rest"
"E-Commerce/App based Aggregator","Suvidhaa Infoserve Ltd",SUVIDHAA,46.23,-26.75,22,20,2,8,"Within 10%"
"E-Commerce/App based Aggregator","JLA Infraville Shoppers Ltd",538765,43.52,32.24,23,5,18,72,"Rest"
"E-Commerce/App based Aggregator","One 97 Communications Ltd",PAYTM,39.68,-10.38,24,12,12,48,"Rest"
"E-Commerce/App based Aggregator","Fone4 Communications (India) Ltd",543521,30.63,62.40,25,3,22,88,"Rest"
"Edible Oil","Gokul Agro Resources Ltd",GOKULAGRO,64.55,3.70,1,5,4,22.22,"Within 25%"
"Edible Oil","Diligent Industries Ltd",531153,64.19,-24.33,2,14,12,66.67,"Rest"
"Edible Oil","Regent Enterprises Ltd",512624,61.55,1.17,3,6,3,16.67,"Within 25%"
"Edible Oil","Ambar Protein Industries Ltd",519471,60.19,-33.19,4,15,11,61.11,"Rest"
"Edible Oil","Vijay Solvex Ltd",531069,58.98,-43.88,5,17,12,66.67,"Rest"
"Edible Oil","M K Proteins Ltd",MKPL,58.49,-22.93,6,13,7,38.89,"Rest"
"Edible Oil","Ambo Agritec Ltd",543678,56.79,-53.86,7,18,11,61.11,"Rest"
"Edible Oil","Shri Venkatesh Refineries Ltd",543373,55.95,9.77,8,4,4,22.22,"Within 25%"
"Edible Oil","Raj Oil Mills Ltd",ROML,51.15,-8.91,9,10,1,5.56,"Within 10%"
"Edible Oil","Poona Dal and Oil Industries Ltd",519359,51.03,-6.58,10,9,1,5.56,"Within 10%"
"Edible Oil","CIAN Agro Industries & Infrastructure Ltd",519477,49.47,111.83,11,1,10,55.56,"Rest"
"Edible Oil","Ajanta Soya Ltd",519216,49.20,-19.06,12,12,0,0,"Exact Match"
"Edible Oil","Natraj Proteins Ltd",530119,48.79,-16.92,13,11,2,11.11,"Within 25%"
"Edible Oil","Modi Naturals Ltd",MODINATUR,47.43,-35.87,14,16,2,11.11,"Within 25%"
"Edible Oil","Gokul Refoils and Solvent Ltd",GOKUL,46.50,0.38,15,7,8,44.44,"Rest"
"Edible Oil","Prima Industries Ltd",531246,46.35,-5.21,16,8,8,44.44,"Rest"
"Edible Oil","Signature Green Corporation Ltd",507663,46.30,9.97,17,3,14,77.78,"Rest"
"Edible Oil","Progrex Ventures Ltd",531265,36.76,12.77,18,2,16,88.89,"Rest"
"Education","Droneacharya Aerial Innovations Ltd",543713,66.62,-55.25,1,16,15,78.95,"Rest"
"Education","Shanti Educational Initiatives Ltd",539921,60.80,85.52,2,1,1,5.26,"Within 10%"
"Education","Virtual Global Education Ltd",534741,60.70,3.85,3,6,3,15.79,"Within 25%"
"Education","Ascensive Educare Ltd",543443,60.48,-7.84,4,9,5,26.32,"Rest"
"Education","DSJ Keep Learning Ltd",KEEPLEARN,59.62,-29.82,5,14,9,47.37,"Rest"
"Education","Arihant Institute Ltd",541401,59.30,0.00,6,7,1,5.26,"Within 10%"
"Education","MT Educare Ltd",MTEDUCARE,55.99,-31.63,7,15,8,42.11,"Rest"
"Education","Veranda Learning Solutions Ltd",VERANDA,54.90,-15.57,8,11,3,15.79,"Within 25%"
"Education","Tree House Education & Accessories Ltd",TREEHOUSE,52.46,15.77,9,3,6,31.58,"Rest"
"Education","Humming Bird Education Ltd",542592,51.57,-79.47,10,19,9,47.37,"Rest"
"Education","Shipping Corporation of India Land & Assets Ltd",SCILAL,50.24,-8.36,11,10,1,5.26,"Within 10%"
"Education","Golden Crest Education & Services Ltd",540062,49.34,-16.67,12,12,0,0,"Exact Match"
"Education","CL Educate Ltd",CLEDUCATE,44.80,-64.92,13,17,4,21.05,"Within 25%"
"Education","Vantage Knowledge Academy Ltd",539761,42.92,-73.23,14,18,4,21.05,"Within 25%"
"Education","Ironwood Education Ltd",508918,39.74,15.82,15,2,13,68.42,"Rest"
"Education","Kuberan Global Edu Solutions Ltd",543289,38.13,-0.77,16,8,8,42.11,"Rest"
"Education","LCC Infotech Ltd",LCCINFOTEC,34.32,14.73,17,5,12,63.16,"Rest"
"Education","Winsome Breweries Ltd",526471,33.31,-24.72,18,13,5,26.32,"Rest"
"Education","ACE EduTrend Ltd",530093,32.80,15.35,19,4,15,78.95,"Rest"
"Electronics","Cyient DLM Ltd",CYIENTDLM,80.60,-29.92,1,10,9,81.82,"Rest"
"Electronics","CWD Ltd",543378,73.52,-7.43,2,7,5,45.45,"Rest"
"Electronics","Honeywell Automation India Ltd",HONAUT,69.35,-17.52,3,9,6,54.55,"Rest"
"Electronics","Kernex Microsystems (India) Ltd",KERNEX,63.18,2.60,4,4,0,0,"Exact Match"
"Electronics","Danlaw Technologies India Ltd",532329,62.87,-37.09,5,11,6,54.55,"Rest"
"Electronics","Syrma SGS Technology Ltd",SYRMA,60.88,11.86,6,3,3,27.27,"Rest"
"Electronics","Centum Electronics Ltd",CENTUM,58.12,-1.98,7,6,1,9.09,"Within 10%"
"Electronics","Jasch Gauging Technologies Ltd",544112,57.45,-9.00,8,8,0,0,"Exact Match"
"Electronics","Fine Line Circuits Ltd",517264,46.41,-1.31,9,5,4,36.36,"Rest"
"Electronics","Aplab Ltd",APLAB,44.70,32.38,10,1,9,81.82,"Rest"
"Electronics","Spel Semiconductor Ltd",SPICELEC,32.71,19.88,11,2,9,81.82,"Rest"
"Engineering","Sealmatic India Ltd",543782,70.63,-16.55,1,11,10,62.5,"Rest"
"Engineering","Sunita Tools Ltd",544001,70.08,25.89,2,2,0,0,"Exact Match"
"Engineering","KP Green Engineering Ltd",544150,69.04,-35.36,3,15,12,75,"Rest"
"Engineering","Uniparts India Ltd",UNIPARTS,66.54,12.74,4,3,1,6.25,"Within 10%"
"Engineering","Skipper Ltd",SKIPPER,64.28,-32.13,5,14,9,56.25,"Rest"
"Engineering","Duncan Engineering Ltd",504908,63.07,-4.29,6,8,2,12.5,"Within 25%"
"Engineering","Affordable Robotic & Automation Ltd",AFFORDABLE,62.05,-51.43,7,16,9,56.25,"Rest"
"Engineering","LMW Ltd",LMW,58.75,2.03,8,4,4,25,"Within 25%"
"Engineering","Mewar Hi-Tech Engineering Ltd",540150,57.90,-22.08,9,12,3,18.75,"Within 25%"
"Engineering","Arrowhead Seperation Engineering Ltd",544025,56.39,-13.46,10,10,0,0,"Exact Match"
"Engineering","Tega Industries Ltd",TEGA,55.95,-2.76,11,7,4,25,"Within 25%"
"Engineering","Singer India Ltd",SINGER,54.85,-0.16,12,5,7,43.75,"Rest"
"Engineering","Misquita Engineering Ltd",542801,53.99,29.55,13,1,12,75,"Rest"
"Engineering","ATV Projects India Ltd",ATVPROJ,47.06,-7.13,14,9,5,31.25,"Rest"
"Engineering","The Anup Engineering Ltd",ANUP,40.15,-30.57,15,13,2,12.5,"Within 25%"
"Engineering","HMT Ltd",HMT,36.24,-0.54,16,6,10,62.5,"Rest"
"Entertainment","Picturehouse Media Ltd",532355,76.95,-29.59,1,53,52,82.54,"Rest"
"Entertainment","PVR Inox Ltd",PVRINOX,72.98,-8.35,2,32,30,47.62,"Rest"
"Entertainment","Purple Agrotech Industries Ltd",540159,70.74,23.72,3,4,1,1.59,"Within 10%"
"Entertainment","Music Broadcast Ltd",RADIOCITY,68.02,-30.50,4,54,50,79.37,"Rest"
"Entertainment","Saregama India Ltd",SAREGAMA,67.59,-31.97,5,57,52,82.54,"Rest"
"Entertainment","Nicco Parks & Resorts Ltd",526721,66.99,-33.43,6,59,53,84.13,"Rest"
"Entertainment","Zinema Media & Entertainment Ltd",538579,66.40,49.26,7,2,5,7.94,"Within 10%"
"Entertainment","BMB Music & Magnetics Ltd",531420,66.10,0.00,8,19,11,17.46,"Within 25%"
"Entertainment","Zee Entertainment Enterprises Ltd",ZEEL,65.65,-28.38,9,52,43,68.25,"Rest"
"Entertainment","G V Films Ltd",523277,65.23,0.00,10,19,9,14.29,"Within 25%"
"Entertainment","Entertainment Network (India) Ltd",ENIL,64.31,-32.87,11,58,47,74.6,"Rest"
"Entertainment","Sun TV Network Ltd",SUNTV,64.23,5.41,12,11,1,1.59,"Within 10%"
"Entertainment","Mediaone Global Entertainment Ltd",503685,62.00,12.16,13,7,6,9.52,"Within 10%"
"Entertainment","Baba Arts Ltd",532380,61.14,60.61,14,1,13,20.63,"Within 25%"
"Entertainment","Wonderla Holidays Ltd",WONDERLA,59.97,-25.04,15,48,33,52.38,"Rest"
"Entertainment","Panorama Studios International Ltd",539469,59.38,-6.58,16,27,11,17.46,"Within 25%"
"Entertainment","Imagicaaworld Entertainment Ltd",IMAGICAA,59.29,-22.31,17,43,26,41.27,"Rest"
"Entertainment","Pritish Nandy Communications Ltd",PNC,59.13,-13.60,18,39,21,33.33,"Rest"
"Entertainment","Colorchips New Media Ltd",540023,58.91,-13.38,19,38,19,30.16,"Rest"
"Entertainment","Radaan Mediaworks (I) Ltd",RADAAN,58.54,-22.96,20,46,26,41.27,"Rest"
"Entertainment","Inox Leisure Ltd",INOXLEISUR,58.52,0.00,21,19,2,3.17,"Within 10%"
"Entertainment","GTPL Hathway Ltd",GTPL,57.15,-49.54,22,62,40,63.49,"Rest"
"Entertainment","Cineline India Ltd",CINELINE,56.98,-2.85,23,25,2,3.17,"Within 10%"
"Entertainment","Tips Music Ltd",TIPSMUSIC,56.66,-4.21,24,26,2,3.17,"Within 10%"
"Entertainment","Thinkink Picturez Ltd",539310,56.38,-26.92,25,50,25,39.68,"Rest"
"Entertainment","Unistar Multimedia Ltd",532035,55.35,0.00,26,19,7,11.11,"Within 25%"
"Entertainment","Bodhi Tree Multimedia Ltd",BTML,54.73,-7.29,27,28,1,1.59,"Within 10%"
"Entertainment","Net Pix Shorts Digital Media Ltd",543247,54.70,0.00,28,19,9,14.29,"Within 25%"
"Entertainment","Diksat Transworld Ltd",540151,54.10,0.88,29,13,16,25.4,"Rest"
"Entertainment","Vision Corporation Ltd",531668,53.87,-10.00,30,35,5,7.94,"Within 10%"
"Entertainment","Raj Television Network Ltd",RAJTV,51.55,-12.63,31,36,5,7.94,"Within 10%"
"Entertainment","Vashu Bhagnani Industries Ltd",532011,51.19,-63.54,32,63,31,49.21,"Rest"
"Entertainment","Shalimar Productions Ltd",512499,50.85,0.00,33,19,14,22.22,"Within 25%"
"Entertainment","B A G Films & Media Ltd",BAGFILMS,50.71,-19.48,34,42,8,12.7,"Within 25%"
"Entertainment","Balaji Telefilms Ltd",BALAJITELE,50.46,13.32,35,5,30,47.62,"Rest"
"Entertainment","Hathway Bhawani Cabletel & Datacom Ltd",509073,49.52,-22.75,36,45,9,14.29,"Within 25%"
"Entertainment","City Pulse Multiventures Ltd",542727,48.82,8.14,37,10,27,42.86,"Rest"
"Entertainment","Bluegod Entertainment Ltd",539175,48.73,11.15,38,8,30,47.62,"Rest"
"Entertainment","Den Networks Ltd",DEN,48.63,-23.87,39,47,8,12.7,"Within 25%"
"Entertainment","Raconteur Global Resources Ltd",541703,48.51,10.11,40,9,31,49.21,"Rest"
"Entertainment","SDC Techmedia Ltd",535647,47.90,24.83,41,3,38,60.32,"Rest"
"Entertainment","Winpro Industries Ltd",WINPRO,47.27,-48.73,42,61,19,30.16,"Rest"
"Entertainment","52 Weeks Entertainment Ltd",531925,46.36,-8.05,43,30,13,20.63,"Within 25%"
"Entertainment","Crystal Business System Ltd",540821,46.23,-15.81,44,41,3,4.76,"Within 10%"
"Entertainment","Sahara One Media and Entertainment Ltd",503691,46.20,0.00,45,19,26,41.27,"Rest"
"Entertainment","KSS Ltd",KSERASERA,45.40,0.00,46,19,27,42.86,"Rest"
"Entertainment","Vision Cinemas Ltd",526441,44.55,5.17,47,12,35,55.56,"Rest"
"Entertainment","Shemaroo Entertainment Ltd",SHEMAROO,44.13,-8.77,48,33,15,23.81,"Within 25%"
"Entertainment","Kome-on Communication Ltd",539910,44.10,0.00,49.5,19,30.5,48.41,"Rest"
"Entertainment","Mukta Arts Ltd",MUKTAARTS,44.10,-28.33,49.5,51,1.5,2.38,"Within 10%"
"Entertainment","Media Matrix Worldwide Ltd",MMWL,43.91,-30.69,51,55,4,6.35,"Within 10%"
"Entertainment","Landmarc Leisure Corporation Ltd",532275,42.55,-13.31,52,37,15,23.81,"Within 25%"
"Entertainment","BGIL Films & Technologies Ltd",511664,42.38,-8.11,53,31,22,34.92,"Rest"
"Entertainment","V R Films & Studios Ltd",542654,39.27,-26.12,54,49,5,7.94,"Within 10%"
"Entertainment","Padmalaya Telefilms Ltd",PADMALAYAT,38.69,-7.64,55,29,26,41.27,"Rest"
"Entertainment","Khyati Multimedia Entertainment Ltd",531692,38.29,-14.58,56,40,16,25.4,"Rest"
"Entertainment","Tips Films Ltd",TIPSFILMS,38.13,-22.44,57,44,13,20.63,"Within 25%"
"Entertainment","Universal Arts Ltd",532378,37.20,12.87,58,6,52,82.54,"Rest"
"Entertainment","Dish TV India Ltd",DISHTV,36.53,-42.66,59,60,1,1.59,"Within 10%"
"Entertainment","Creative Eye Ltd",CREATIVEYE,33.87,-9.76,60,34,26,41.27,"Rest"
"Entertainment","Eros International Media Ltd",EROSMEDIA,32.49,0.00,61,19,42,66.67,"Rest"
"Entertainment","Digicontent Ltd",DGCONTENT,31.03,-31.57,62,56,6,9.52,"Within 10%"
"Entertainment","DQ Entertainment International Ltd",DQE,31.00,0.00,63,19,44,69.84,"Rest"
"Ferro Alloys","Maithan Alloys Ltd",MAITHANALL,72.66,-6.00,1,5,4,50,"Rest"
"Ferro Alloys","Indsil Hydro Power & Manganese Ltd",522165,68.10,-28.24,2,7,5,62.5,"Rest"
"Ferro Alloys","Shyam Century Ferrous Ltd",SHYAMCENT,64.80,-29.59,3,8,5,62.5,"Rest"
"Ferro Alloys","Indian Metals & Ferro Alloys Ltd",IMFA,64.37,46.61,4,1,3,37.5,"Rest"
"Ferro Alloys","Visa Steel Ltd",VISASTEEL,61.59,13.73,5,3,2,25,"Within 25%"
"Ferro Alloys","Facor Alloys Ltd",532656,47.74,-23.77,6,6,0,0,"Exact Match"
"Ferro Alloys","Chrome Silicon Ltd",513005,38.80,-1.58,7,4,3,37.5,"Rest"
"Ferro Alloys","Nagpur Power & Industries Ltd",532362,37.62,43.69,8,2,6,75,"Rest"
"Fertilizers","Teesta Agro Industries Ltd",524204,72.30,-11.33,1,2,1,5.26,"Within 10%"
"Fertilizers","Nova Agritech Ltd",NOVAAGRI,67.88,-42.98,2,17,15,78.95,"Rest"
"Fertilizers","Southern Petrochemicals Industries Corporation Ltd",SPIC,64.55,-37.17,3,15,12,63.16,"Rest"
"Fertilizers","Chambal Fertilisers & Chemicals Ltd",CHAMBLFERT,63.46,-18.21,4,7,3,15.79,"Within 25%"
"Fertilizers","Aries Agro Ltd",ARIES,61.13,-21.75,5,11,6,31.58,"Rest"
"Fertilizers","Paradeep Phosphates Ltd",PARADEEP,60.13,-47.17,6,19,13,68.42,"Rest"
"Fertilizers","The Phosphate Company Ltd",542123,59.45,-13.33,7,5,2,10.53,"Within 25%"
"Fertilizers","Basant Agro Tech (India) Ltd",524687,58.71,-26.59,8,14,6,31.58,"Rest"
"Fertilizers","Coromandel International Ltd",COROMANDEL,58.18,-4.56,9,1,8,42.11,"Rest"
"Fertilizers","Shiva Global Agro Industries Ltd",530433,54.85,-16.83,10,6,4,21.05,"Within 25%"
"Fertilizers","Rashtriya Chemicals & Fertilizers Ltd",RCF,54.03,-18.97,11,9,2,10.53,"Within 25%"
"Fertilizers","Gujarat State Fertilizers & Chemicals Ltd",GSFC,53.38,-18.34,12,8,4,21.05,"Within 25%"
"Fertilizers","Mangalore Chemicals & Fertilizers Ltd",MANGCHEFER,51.89,-12.82,13,4,9,47.37,"Rest"
"Fertilizers","National Fertilizer Ltd",NFL,49.45,-20.42,14,10,4,21.05,"Within 25%"
"Fertilizers","Fertilizers & Chemicals Travancore Ltd",FACT,48.54,-25.15,15,12,3,15.79,"Within 25%"
"Fertilizers","Madras Fertilizers Ltd",MADRASFERT,46.89,-26.44,16,13,3,15.79,"Within 25%"
"Fertilizers","Rama Phosphates Ltd",RAMAPHO,46.83,-12.35,17,3,14,73.68,"Rest"
"Fertilizers","Khaitan Chemicals & Fertilizers Ltd",KHAICHEM,46.26,-46.98,18,18,0,0,"Exact Match"
"Fertilizers","Zuari Agro Chemicals Ltd",ZUARI,45.32,-40.37,19,16,3,15.79,"Within 25%"
"Finance","GCM Commodity & Derivatives Ltd",535917,71.18,3.80,1,61.5,60.5,33.99,"Rest"
"Finance","Regal Entertainment & Consultants Ltd",531033,62.20,431.11,2,3,1,0.56,"Within 10%"
"Finance","Banas Finance Ltd",509053,61.27,-32.36,3,155,152,85.39,"Rest"
"Finance","MAS Financial Services Ltd",MASFIN,60.97,8.42,4,47,43,24.16,"Within 25%"
"Finance","Vedant Asset Ltd",543623,60.48,-3.46,5,80,75,42.13,"Rest"
"Finance","Jackson Investments Ltd",538422,59.87,-4.17,6,82,76,42.7,"Rest"
"Finance","West Leisure Resorts Ltd",538382,59.38,-21.26,7,115,108,60.67,"Rest"
"Finance","India Home Loans Ltd",530979,58.83,0.28,8,64,56,31.46,"Rest"
"Finance","Satin Creditcare Network Ltd",SATIN,57.30,9.73,9,43,34,19.1,"Within 25%"
"Finance","Bombay Talkies Ltd",511246,57.25,6.02,10,53,43,24.16,"Within 25%"
"Finance","Jatalia Global Ventures Ltd",519319,57.20,0.00,11,69.5,58.5,32.87,"Rest"
"Finance","Delphi World Money Ltd",DELPHIFX,56.73,4.95,12,58,46,25.84,"Rest"
"Finance","Enbee Trade & Finance Ltd",512441,56.44,-20.41,13,112,99,55.62,"Rest"
"Finance","SSPN Finance Ltd",539026,56.43,105.63,14,8,6,3.37,"Within 10%"
"Finance","Wagend Infra Venture Ltd",503675,56.08,-0.87,15,76,61,34.27,"Rest"
"Finance","Apoorva Leasing Finance & Investment Co Ltd",539545,55.95,13.46,16,36,20,11.24,"Within 25%"
"Finance","Coral India Finance & Housing Ltd",CORALFINAC,55.90,-22.21,17,120,103,57.87,"Rest"
"Finance","Muthoot Microfin Ltd",MUTHOOTMF,55.46,10.86,18,38,20,11.24,"Within 25%"
"Finance","Blueblood Ventures Ltd",539637,55.30,0.00,19,69.5,50.5,28.37,"Rest"
"Finance","Golkonda Aluminium Extrusions Ltd",513309,54.73,-14.75,20,98,78,43.82,"Rest"
"Finance","NDL Ventures Ltd",NDLVENTURE,54.56,26.88,21,19,2,1.12,"Within 10%"
"Finance","Escorp Asset Management Ltd",540455,54.48,12.96,22,37,15,8.43,"Within 10%"
"Finance","Silicon Valley Infotech Ltd",PRASGLOFIN,54.40,0.00,23,69.5,46.5,26.12,"Rest"
"Finance","Trinity League India Ltd",531846,54.36,20.26,24,25,1,0.56,"Within 10%"
"Finance","McDowell Holdings Ltd",MCDHOLDING,54.26,0.00,25,69.5,44.5,25,"Within 25%"
"Finance","Nyssa Corporation Ltd",504378,54.18,-34.50,26,160,134,75.28,"Rest"
"Finance","Transpact Enterprises Ltd",542765,53.72,7.34,27,50.5,23.5,13.2,"Within 25%"
"Finance","Kanungo Financiers Ltd",540515,53.50,20.04,28,26,2,1.12,"Within 10%"
"Finance","Shree Salasar Investments Ltd",503635,53.20,1753.57,29,1,28,15.73,"Within 25%"
"Finance","Amrapali Fincap Ltd",539265,52.90,0.00,30,69.5,39.5,22.19,"Within 25%"
"Finance","ISL Consulting Ltd",511609,52.38,7.48,31,49,18,10.11,"Within 25%"
"Finance","R R Financial Consultants Ltd",511626,52.30,15.59,32,32,0,0,"Exact Match"
"Finance","Inditrade Capital Ltd",532745,51.32,-27.56,33,138,105,58.99,"Rest"
"Finance","Navigant Corporate Advisors Ltd",539521,50.93,4.56,34,59,25,14.04,"Within 25%"
"Finance","Sumedha Fiscal Services Ltd",530419,50.92,-34.28,35,159,124,69.66,"Rest"
"Finance","Sahara Housing Fina Corporation Ltd",511533,50.86,7.34,36,50.5,14.5,8.15,"Within 10%"
"Finance","Magnanimous Trade & Finance Ltd",512377,50.60,0.00,37,69.5,32.5,18.26,"Within 25%"
"Finance","Aryaman Financial Services Ltd",530245,50.56,-40.79,38,167,129,72.47,"Rest"
"Finance","Star Housing Finance Ltd",539017,50.44,-65.19,39,177,138,77.53,"Rest"
"Finance","Shiv Om Invesment & Consultancy Ltd",539833,49.93,0.00,40,69.5,29.5,16.57,"Within 25%"
"Finance","Amerise Biosciences Ltd",531681,49.49,-5.19,41,85,44,24.72,"Within 25%"
"Finance","Hi-Klass Trading & Investment Ltd",542332,49.30,262.21,42,5,37,20.79,"Within 25%"
"Finance","Pro Fin Capital Services Ltd",511557,49.28,-28.37,43,145,102,57.3,"Rest"
"Finance","Unishire Urban Infra Ltd",537582,49.10,-17.44,44,107,63,35.39,"Rest"
"Finance","Jupiter Industries & Leasing Ltd",507987,49.00,10.22,45.5,41,4.5,2.53,"Within 10%"
"Finance","Nicco Uco Alliance Credit Ltd",523209,49.00,0.00,45.5,69.5,24,13.48,"Within 25%"
"Finance","Gemstone Investments Ltd",531137,48.95,-24.12,47,128,81,45.51,"Rest"
"Finance","Onelife Capital Advisors Ltd",ONELIFECAP,48.59,32.23,48,17,31,17.42,"Within 25%"
"Finance","Ontic Finserve Ltd",540386,47.11,140.85,49,7,42,23.6,"Within 25%"
"Finance","Gretex Corporate Services Ltd",GCSL,46.98,19.95,50,27,23,12.92,"Within 25%"
"Finance","Cholamandalam Investment & Finance Company Ltd",CHOLAFIN,46.76,15.08,51,34,17,9.55,"Within 10%"
